tweet,label
Cap rasa Pilpres melekat erat pada Pilgub Jakarta kali ini. Mengingat dari 101 daerah yang ikut Pilkada Serentak... http://fb.me/33eWWt6c2 ,positif
Infografis: Memahami Dua Putaran Pilgub DKI Jakarta http://www.indeksberita.com/infografis-memahami-dua-putaran-pilgub-dki-jakarta/ … via @Indeks_Berita,netral
Peluang Independen Kecil Koalisi Pilgub Jakarta Tak Pengaruhi Pilwali Tarakan http://hermanhamid.info/index.php/public/berita/detail/296 …,positif
"3. Semua masih fokus Pilgub DKI Jakarta.

2019 masih lama.

Menunggu Pengumuman Resmi KPU hitungan manual Pilgub DKI Jakarta.


",positif
"Pilgub Jakarta, Mayoritas Minoritas Sudah Selesai! https://goo.gl/fb/aMGrhI ",positif
"KaskusBerita: Pilgub DKI Putaran Kedua, Lima DPC PPP di Jakarta Resmi Dukung Anies-Sandi https://goo.gl/fb/Bbmfyt  #Jabodetabek",positif
"Pilgub DKI Putaran Kedua, Lima DPC PPP di Jakarta Resmi Dukung Anies-Sandi https://goo.gl/fb/M1gbP5 ",positif
"Bagi mereka yang hak suaranya hilang saat Pilgub DKI Jakarta 15 Feb.2017 kemarin, silahkan… https://www.instagram.com/p/BQuRVzkjcPI/ ",negatif
"#LintasPILKADA - Pilgub DKI Putaran Kedua, Lima DPC PPP di Jakarta Resmi Dukung Anies-Sandi. (Via Sindonews) pic.twitter.com/9GxnPOUUVl",positif
Komentar jujur warga tentang Ahok jelang Putaran ke 2 Pilgub Jakarta – Jakarta Video http://www.youtube.com/watch?feature=player_embedded&v=qXlcVLPVLwA … http://jakartainformer.com/159920/komentar-jujur-warga-tentang-ahok-jelang-putaran-ke-2-pilgub-jakarta-jakarta-video/ …,netral
"Pilgub DKI Putaran Kedua, Lima DPC PPP di Jakarta Resmi Dukung Anies-Sandi https://goo.gl/fb/RlyqhU ",positif
"Pilgub DKI Putaran Kedua, Lima DPC PPP di Jakarta Resmi Dukung Anies-Sandi http://sin.do/26j4 ",positif
"Pilgub DKI Putaran Kedua, Lima DPC PPP di Jakarta Resmi Dukung Anies-Sandi http://sin.do/26j4 ",positif
KPUD Jakarta Barat Menggelar Rapat Pleno Terbuka Rekapitulasi Penghitungan Suara Pilgub DKI 2017 http://kodamjaya-tniad.com/2017/02/17/kpud-jakarta-barat-menggelar-rapat-pleno-terbuka-rekapitulasi-penghitungan-suara-pilgub-dki-2017/ …,positif
Infografis: Memahami Dua Putaran Pilgub DKI Jakarta http://www.indeksberita.com/infografis-memahami-dua-putaran-pilgub-dki-jakarta/ …pic.twitter.com/x6wz4mDpWD,netral
pergulatan pilgub Jakarta makin rame tuk disimak# akankah kubu agus tertarik ama ahok atau ama anies# secara... http://fb.me/1ewYOC7wP ,netral
I added a video to a @YouTube playlist http://youtu.be/Hlp7PgfJIXI?a  Isu KTP Ganda Pilgub Jakarta,netral
"Pepo @SBYudhoyono jangan di ganggu dg hiruk- pikuk PILGUB DKI Jakarta.

Tunggu Pengumuman Resmi KPUD Hitungan MANUAL.

Komputer itu di Hack.",positif
"Pilgub DKI Jakarta 2017 bukan saja pertarungan bagi kandidat gubernur, tapi juga antar lembaga survei berkaitan de… http://bit.ly/2kCuScX ",positif
Apakah kpud jakarta paska pilgub jkt putaran 1 mengevaluasi kinerja kpps? Tampaknya itu tak jd atensi mereka. Gawat klo gitu @kurawa,negatif
"Mencermati pemungutan suara di pilgub dki jakarta 15 feb lalu, ada pola kecurangan yg dilakukan penyelenggara pilkada @kurawa",negatif
"Apa action kalian klo ingin bebas dari Asing & Aseng ?

Pilgub DKI Jakarta saja kurang jeli & cermat.

Bicara sampai berbusa tanpa makna ?",negatif
"Netralitas Jokowi di Pilgub DKI Cuma Omong Kosong

Konfrontasi, Jakarta - Koordinator Komite Pemantau dan... http://fb.me/1LzHpl3Bd ",negatif
Bukti nyata Kecurangan Pilgub DKI jakarta 2017 - Anak 10 Tahun Disuruh N... https://youtu.be/ZkHeWEDBKZI  via @YouTube,negatif
Bisa dipastikan Pilgub DKI Jakarta 2017 akan berlangsung dua putaran.Pasangan Anies-Sandi dan Ahok-Djarot saling mengatur strategi untuk…,positif
Alasan Agus Yudhoyono Tinggalkan Jakarta untuk Kampung Jokowi Usai Kalah di Pilgub:https://goo.gl/kWxXcm ,negatif
Kampanye Hitam untuk mendestruksi pasangan Anies Sandi pada pilgub Jakarta mulai merebak. Otaknya kita kenal.,negatif
"GEMPARRR  !!!  KAMPANYE HITAM PILGUB DKI JAKARTA ,   AHOK  DIFITNAH https://youtu.be/oijpYsdh2cA  lewat @YouTube",negatif
"DPC PKB Jakarta Utara Nyatakan Dukung Anies-Sandi Di putaran kedua Pilgub DKI Jakarta 2017

http://politik.rmol.co/read/2017/02/19/281075/PKB-Jakut-Nyatakan-Dukung-Anies-Sandi- …",positif
"Nyatanya, berita hoax masih digunakan dalam putaran kedua Pilgub DKI Jakarta.",negatif
Alasan Agus Yudhoyono Tinggalkan Jakarta untuk Kampung Jokowi Usai Kalah di Pilgub:https://goo.gl/kWxXcm ,negatif
"Di Pilgub Gorontalo, Babel, Banten keok semua. Semoga di Jakarta jg terjungkal Ahok. Si Emak Gembrot nangis guling2 @budimandjatmiko https://twitter.com/SiBonekaKayu/status/833343436531040257 …",negatif
kegaduhan pilgub jakarta berawal dari toa lalu bertumbuh dan berkembang oleh toa. terpujilah toa yang dirahmati alam,negatif
"Ahok tdk menang Pilgub, 3 negara menanti Ahok. Yg kalian harus pikir, jd apa Jakarta tanpa Ahok? Mau balik lagi spt zaman Foke atau bang Yos pic.twitter.com/4Yrd85w3Xp",negatif
Gerindra: Ada Model Kecurangan Baru di Pilgub Jakarta http://otopsia.com/go/s/YzD4oMiI ,negatif
Komentar jujur warga tentang Ahok jelang Putaran ke 2 Pilgub Jakarta http://youtu.be/qXlcVLPVLwA ,netral
"Menang di Jakarta, Ahok Pernah Kalah di Pilgub Babel, Ini Orang yang Mengalahkannya http://dlvr.it/NQLh4p ",positif
"Menang di Jakarta, Ahok Pernah Kalah di Pilgub Babel, Ini Orang yang... http://fb.me/5OYVJDtFs ",positif
Gerinda Nilai Ada Model Kecurangan Baru di Pilgub Jakarta http://kabar5.com/gerinda-nilai-ada-model-kecurangan-baru-di-pilgub-jakarta/ …pic.twitter.com/ZiuSCZ2Hss,negatif
Gerinda Nilai Ada Model Kecurangan Baru di Pilgub Jakarta http://kabar5.com/gerinda-nilai-ada-model-kecurangan-baru-di-pilgub-jakarta/ …pic.twitter.com/Yw08rm7H0j,negatif
Gerinda Nilai Ada Model Kecurangan Baru di Pilgub Jakarta http://kabar5.com/gerinda-nilai-ada-model-kecurangan-baru-di-pilgub-jakarta/ …pic.twitter.com/0lxjfmzzMP,negatif
Gerinda Nilai Ada Model Kecurangan Baru di Pilgub Jakarta http://kabar5.com/gerinda-nilai-ada-model-kecurangan-baru-di-pilgub-jakarta/ …pic.twitter.com/5PVsSChIyI,negatif
Gerinda Nilai Ada Model Kecurangan Baru di Pilgub Jakarta http://kabar5.com/gerinda-nilai-ada-model-kecurangan-baru-di-pilgub-jakarta/ …pic.twitter.com/239ur0Ip7P,negatif
Gerinda Nilai Ada Model Kecurangan Baru di Pilgub Jakarta http://kabar5.com/gerinda-nilai-ada-model-kecurangan-baru-di-pilgub-jakarta/ …pic.twitter.com/GosQS6a0TV,negatif
Gerinda Nilai Ada Model Kecurangan Baru di Pilgub Jakarta http://kabar5.com/gerinda-nilai-ada-model-kecurangan-baru-di-pilgub-jakarta/ …pic.twitter.com/zAqpt31L8o,negatif
Gerinda Nilai Ada Model Kecurangan Baru di Pilgub Jakarta http://kabar5.com/gerinda-nilai-ada-model-kecurangan-baru-di-pilgub-jakarta/ …pic.twitter.com/r2vYOyQ5bK,negatif
"Menang di Jakarta, Ahok Pernah Kalah di Pilgub Babel, Ini Orang yang Mengalahkannya http://dlvr.it/NQKy2n pic.twitter.com/yvMtOQlEPj",positif
"#buzzer Menang di Jakarta, Ahok Pernah Kalah di Pilgub Babel, Ini Orang yang Mengalahkannya http://dlvr.it/NQKxs4  #Medan",negatif
"Menang di Jakarta, Ahok Pernah Kalah di Pilgub Babel, Ini Orang yang Mengalahkannya http://dlvr.it/NQKxrC ",negatif
"Menang di Jakarta, Ahok Pernah Kalah di Pilgub Babel, Ini Orang yang Mengalahkannya http://dlvr.it/NQKxYd ",negatif
"TOP NEWS (8): Real Count Pilgub Jakarta Berbeda, Ternyata karena Ini http://dlvr.it/NQKqvm ",negatif
"TOP NEWS (8): Real Count Pilgub Jakarta Berbeda, Ternyata karena Ini http://dlvr.it/NQKqvX ",negatif
"TOP NEWS (8): Real Count Pilgub Jakarta Berbeda, Ternyata karena Ini http://dlvr.it/NQKk4t ",negatif
"TOP NEWS (8): Real Count Pilgub Jakarta Berbeda, Ternyata karena Ini http://dlvr.it/NQKk4t ",negatif
"Menang di Jakarta, Ahok Pernah Kalah di Pilgub Babel, Ini Orang yang Mengalahkannya http://fb.me/8YJ0z8qwp ",negatif
"Menang di Jakarta, Ahok Pernah Kalah di Pilgub Babel, Ini Orang yang Mengalahkannya http://dlvr.it/NQKhJD pic.twitter.com/GHdCbJkoz3",negatif
"TOP NEWS (8): Real Count Pilgub Jakarta Berbeda, Ternyata karena Ini http://dlvr.it/NQKgwh ",negatif
"TOP NEWS (8): Real Count Pilgub Jakarta Berbeda, Ternyata karena Ini http://dlvr.it/NQKgmr ",negatif
"Tak Dukung Siapapun di Pilgub DKI, Yusril Hanya Sarankan Pilih Yang Seiman: Jakarta – Yusril Ihza Mahendra se... http://bit.ly/2e5RC2h ",positif
Warga Duren Sawit Deklarasikan Pilih Anies-Sandiaga untuk PILGUB DKI JAKARTA 2017 http://jaktim.pks.id/2016/10/09/warga-duren-sawit-deklarasikan-pilih-anies-sandiaga-untuk-pilgub-dki-jakarta-2017/ … @PKSJakarta,positif
Anies Baswedan Inginkan Pilgub DKI Berlangsung Dengan Ceria: Jakarta – Ada cerita dibalik momen berswafoto (w... http://bit.ly/2e25pDs ,positif
"Jelang Pilgub DKI Jakarta 2017, Lembaga Survei Jadi Pilihan beberapa Paslon untuk mengukur Kekuatan dan Strategi  http://www.savebumn.com/2016/10/jelang-pilgub-dki-jakarta-2017-lembaga.html#.V_qk1Gtwt00.twitter …",positif
"Jakarta Memilih
#pilgub",netral
AHY Tak Pernah Serang Kompetitor di Pilgub DKI: Jakarta: Kandidat  Gubernur  DKI Jakarta Agus Harimurti Yudho... http://bit.ly/2egwQMy ,positif
"Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP: Pada Pilkada DKI Jakarta, kubu D... http://bit.ly/2dX7QGb ",negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://bit.ly/2dX7QGb  @Tribunnews,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYF2w ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDqr ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDqW ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDgc ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDQ4 ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDPw ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDPv ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDLC ,negatif
#gosipbola Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQY8BK  #TEAMFOLLOWBACK,negatif
"Berita #Jakarta: Rayakan HUT ke-2, Perindo Jakarta Utara Siap Kawal Pilgub DKI http://ow.ly/Dyec505gLZ0 ",positif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP https://goo.gl/5jzqAn  via tribunnews,negatif
"Tak Dukung Siapapun di Pilgub DKI, Yusril Hanya Sarankan Pilih Yang Seiman: Jakarta – Yusril Ihza Mahendra se... http://bit.ly/2e5RC2h ",positif
Warga Duren Sawit Deklarasikan Pilih Anies-Sandiaga untuk PILGUB DKI JAKARTA 2017 http://jaktim.pks.id/2016/10/09/warga-duren-sawit-deklarasikan-pilih-anies-sandiaga-untuk-pilgub-dki-jakarta-2017/ … @PKSJakarta,positif
Anies Baswedan Inginkan Pilgub DKI Berlangsung Dengan Ceria: Jakarta – Ada cerita dibalik momen berswafoto (w... http://bit.ly/2e25pDs ,positif
"Jelang Pilgub DKI Jakarta 2017, Lembaga Survei Jadi Pilihan beberapa Paslon untuk mengukur Kekuatan dan Strategi  http://www.savebumn.com/2016/10/jelang-pilgub-dki-jakarta-2017-lembaga.html#.V_qk1Gtwt00.twitter …",positif
"Jakarta Memilih
#pilgub",netral
AHY Tak Pernah Serang Kompetitor di Pilgub DKI: Jakarta: Kandidat  Gubernur  DKI Jakarta Agus Harimurti Yudho... http://bit.ly/2egwQMy ,positif
"Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP: Pada Pilkada DKI Jakarta, kubu D... http://bit.ly/2dX7QGb ",negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://bit.ly/2dX7QGb  @Tribunnews,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYF2w ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDqr ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDqW ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDgc ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDQ4 ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDPw ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDPv ,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQYDLC ,negatif
#gosipbola Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://dlvr.it/MQY8BK  #TEAMFOLLOWBACK,negatif
"Berita #Jakarta: Rayakan HUT ke-2, Perindo Jakarta Utara Siap Kawal Pilgub DKI http://ow.ly/Dyec505gLZ0 ",positif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP https://goo.gl/5jzqAn  via tribunnews,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP… http://goo.gl/fb/j1aKzc  #infoTribun,negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP https://goo.gl/5jzqAn  via @tribunnews,negatif
"Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP: Pada Pilkada DKI Jakarta, kubu D... http://bit.ly/2dX7QGb ",negatif
"Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP: Pada Pilkada DKI Jakarta, kubu D... http://bit.ly/2dX7QGb ",negatif
Beda Pilihan di Pilgub DKI Jakarta Picu Kembali Konflik Kepengurusan di PPP http://ow.ly/6hHp505gKYS ,negatif
AHY Tak Pernah Serang Kompetitor di Pilgub DKI: Jakarta: Kandidat  Gubernur  DKI Jakarta Agus Harimurti Yudho... http://bit.ly/2e1Edor ,positif
"Ini Alasan LSI, Ahok Berpotensi Kalah pada Pilgub DKI Jakarta http://ln.is/www.aktual.com/X68Zi … lewat @@aktualco",negatif
Pilgub Jakarta mengganggu stabilitas bulitik nesyenel.,negatif
"#infojakarta Soal Pilgub DKI, Rhoma Irama: Yang Pasti Enggak Pilih yang 'Onoh': JAKARTA - Part... http://bit.ly/2dD5nGs  #promotegratis",negatif
"Surat AlMaidah Pasti Ngefek. Ahok Bisa Wassalam. 
#RakyatMerdeka
#koranrakyatmerdeka
#PilkadaDKI
#Pilgub #Jakarta pic.twitter.com/ICDv90bxR5",negatif
"#jakartaku Rayakan HUT ke-2, Perindo Jakarta Utara Siap Kawal Pilgub DKI - http://SINDOnews.com  (Siaran Per... http://bit.ly/2dD53aC ",positif
"Rayakan HUT ke-2, Perindo Jakarta Utara Siap Kawal Pilgub DKI - http://SINDOnews.com  (Sia http://bit.ly/2dWOtNi  #JakUt #Jakarta",positif
MUI: Warga Jakarta Jangan Terprovokasi Jelang Pilgub http://goo.gl/fb/Etth8x ,positif
"Rayakan HUT ke-2, Perindo Jakarta Utara Siap Kawal Pilgub DKI http://sin.do/1i2g ",positif
"MUI Jakarta tegur Ahok.

#MUI #Ahok #Pilgub #Jakarta #Penistaan #Agama #Almaidah51 https://www.instagram.com/p/BLWGdotjEWc/ ",positif
"#News: Rayakan HUT ke-2, Perindo Jakarta Utara Siap Kawal Pilgub DKI http://ift.tt/2dXiqCk  | Sindo News",positif
"#infojakarta Rayakan HUT ke-2, Perindo Jakarta Utara Siap Kawal Pilgub DKI: JAKARTA - Pengurus... http://bit.ly/2e1r7rd  #promotegratis",positif
"Rayakan HUT ke-2, Perindo Jakarta Utara Siap Kawal Pilgub DKI http://goo.gl/fb/jzvNbV ",positif
"Rayakan HUT ke-2, Perindo Jakarta Utara Siap Kawal Pilgub DKI http://goo.gl/fb/AbBlpW ",positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2e4RL63 ,positif
Inilah Sikap Resmi Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://dlvr.it/MQVyNY pic.twitter.com/AmX0ftsWmx,netral
MUI: Warga Jakarta Jangan Terprovokasi Jelang Pilgub http://dlvr.it/MQVrGT ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2e4RL63 ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2dByE1H ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2e4RL63 ,positif
#Okezone MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta... http://bit.ly/2e1qzRZ ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2e1phq6 ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2dByE1H ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2dByE1H ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2e1phq6 ,positif
#News MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta un... http://bit.ly/2dByE1H ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2e4RL63 ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2e1phq6 ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2dByE1H ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2dByE1H ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2e4RL63 ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2dByE1H ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2dByE1H ,positif
MUI Minta Warga DKI Tak Mudah Terprovokasi Jelang Pilgub 2017: MUI meminta kepada masyarakat Jakarta untuk ti... http://bit.ly/2dByE1H ,positif
Kaum Muda NU Jakarta Dorong Pilgub Damai - BeritaSatu http://bit.ly/2dCX5hC  #Jakarta,positif
MUI: Warga Jakarta Jangan Terprovokasi Jelang Pilgub : http://rakyatsulsel.com/mui-warga-jakarta-jangan-terprovokasi-jelang-pilgub.html …,positif
MUI: Warga Jakarta Jangan Terprovokasi Jelang Pilgub http://fb.me/5tDUS7j6w ,positif
#Fokus Kaum Muda NU Jakarta Dorong Pilgub Damai - BeritaSatu http://dlvr.it/MQVFX3 ,positif
"Pemuda NU rapatkan barisan, tolak isu SARA di Pilgub DKI. Forum Kaum Muda NU Jakarta… http://goo.gl/fb/qhgo3s ",positif
Seluruh peserta Pilgub DKI Jakarta diminta untuk menghindari isu SARA http://okz.me/W0YQ pic.twitter.com/29HgVbkKdQ,positif
Ketua MUI Minta Warga Jakarta Tak Terprovokasi Jelang Pilgub http://kendaripos.fajar.co.id/2016/10/09/ketua-mui-minta-warga-jakarta-tak-terprovokasi-jelang-pilgub/ …pic.twitter.com/4TlPQ9O5yl,positif
"Pemuda NU rapatkan barisan, tolak isu SARA di Pilgub DKI. Forum Kaum Muda NU Jakarta menggelar halaqoh guna m... http://bit.ly/2efRjkU ",positif
Inilah Sikap Prof. Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://fb.me/5Qc6iRzGt ,netral
"So mulai lagi ini metro tv barat sablah di Pilgub Jakarta :D

Ohh iyoo katu lupa... kan salah satu calon drang p bos dukung :D :D",negatif
Kaum Muda NU Jakarta Dorong Pilgub Damai http://brt.st/5kNn ,positif
Yang spt ini hanya terjadi di jakarta.krn Pak Ahok dan kepentingan Pilgub.utk itu   lebih baik pak  Ahok jadi menteri saja. https://twitter.com/TanpaDelusi/status/785066648487079936 …,negatif
"Tentara lari pagi di jagain.
Belum jadi apa apa saja sudah ribet bro bro. 
#PilgubJakarta",negatif
"Berita Terbaru 9 Oktober 2016 AHOK, SANDIAGA, AGUS Perang Survei Pilgub DKI Jakarta"": http://youtu.be/2l26vmDq_fE?a  melalui @YouTube",negatif
"Sandiaga Uno Imbau Seluruh Relawan Kampanye secara Cerdas di Medsos: Jakarta – Jelang Pilgub DKI 2017, kondis... http://bit.ly/2e1asnE ",positif
PPP Kubu Djan Faridz Dukung Ahok-Djarot untuk Pilgub DKI Jakarta 2017 ''Hati Orang Islam Terluka'' via @adhyanta- http://www.beritaviral.org/2016/10/ppp-kubu-djan-faridz-dukung-ahok-djarot.html …,negatif
Ini salah satu tokoh mempermasalahkan kekafiran pilgub DKI Jakarta https://twitter.com/tribunnews/status/785057251887161344 …,negatif
Berhubung pilgub jakarta ud dekat apa bikin lagu tema pemilu lagi yaa... #loh,positif
"""@Yusrilihza_Mhd: Inilah Sikap Prof. Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://www.assalamindonesia.com/index.php/info/bernas/item/790-inilah-sikap-prof-yusril-ihza-mahendra-dan-partainya-di-pilgub-dki-jakarta …""",netral
[VIDEO] Paslon Pilgub DKI soroti reklamasi Teluk Jakarta http://okz.me/W0W5 pic.twitter.com/LAYWBJDY95,netral
"Inilah Sikap Prof. Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta

Oct 08 2016

Jakarta | Ketua Umum... http://fb.me/8alwMX94E ",netral
Inilah Sikap Resmi Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://bit.ly/2dCg23R ,netral
Inilah Sikap Resmi Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://goo.gl/fb/PjEYXg ,netral
Inilah Sikap Resmi Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://dlvr.it/MQQK1H pic.twitter.com/q3qTCSvAIu,netral
"""@Yusrilihza_Mhd: Inilah Sikap Prof. Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://www.assalamindonesia.com/index.php/info/bernas/item/790-inilah-sikap-prof-yusril-ihza-mahendra-dan-partainya-di-pilgub-dki-jakarta …""ini yg betul",netral
Inilah Sikap Resmi Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://dlvr.it/MQQK65 ,netral
Inilah Sikap Resmi Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://dlvr.it/MQQK5q ,netral
Inilah Sikap Resmi Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://dlvr.it/MQQK4l ,netral
Inilah Sikap Resmi Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta: [http://portalpiyungan.com ] JAKARTA -… http://www.portalpiyungan.com/2016/10/inilah-sikap-resmi-yusril-ihza-mahendra.html?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/ZmMMCVoudi,netral
"bijaksana skali,,,""@Yusrilihza_Mhd: Inilah Sikap Prof. Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://assalamindonesia.com/index.php/info …""",positif
Inilah Sikap Prof. Yusril Ihza Mahendra dan Partainya di PILGUB DKI Jakarta http://www.assalamindonesia.com/index.php/info/bernas/item/790-inilah-sikap-prof-yusril-ihza-mahendra-dan-partainya-di-pilgub-dki-jakarta …,netral
Artis-Artis Ini Turut Bertarung di Arena Pilgub DKI Jakarta http://dlvr.it/MQNtzf pic.twitter.com/fxa0dc8cU6,negatif
PPP Kubu Djan Faridz Memutuskan Mendukung Pasangan Ahok-Djarot Di Pilgub DKI Jakarta 2017 https://koranbogor.com/berita/2016/10/07/ppp-kubu-djan-faridz-memutuskan-mendukung-pasangan-ahok-djarot-di-pilgub-dki-jakarta-2017 …,positif
karena takut kalah jagoan di Pilgub DKI Jakarta 2017.,negatif
RT @digembok: Horeeee. OBOR RAKYAT edisi pilgub Jakarta segera terbit. https://twitter.com/digembok/status/784393927121960964/photo/1pic.twitter.com/QkhoAhp8ur ,positif
Artis-Artis Ini Turut Bertarung di Arena Pilgub DKI Jakarta http://fb.me/1spxS4DCj ,negatif
Artis-Artis Ini Turut Bertarung di Arena Pilgub DKI Jakarta http://ow.ly/Df4u304ZDgI ,negatif
"Metode kampanye di pilgub DKI Jakarta mirip pilpres, warga Jakarta sudah sangat cerdas,EGP Emang Gue Pikirin #tetapAhok bro...pic.twitter.com/JzCMfw9bV7",positif
kalo yang pilgub for Jakarta udah selesai belum min kuisnya? Atau masih ada lanjutan?,netral
"Pilgub Jakarta bukan memilih ustad,kyai atau pemimpin pesantren melainkan memilih pemimpin punya etos kerja tinggi dan berani #TetapAhok",positif
